CustomerCD,PurchaseDate,Item,Amount,Number
Customer0000225,2020/6/11,Shortcake,580,2
Customer0003389,2020/2/7,Shortcake,580,3
Customer0000281,2020/4/10,Shortcake,580,1
Customer0005756,2020/4/10,Shortcake,580,2
Customer0009390,2020/4/15,Shortcake,580,3
Customer0009412,2020/4/15,Shortcake,580,1
Customer0004025,2020/4/28,Shortcake,580,2
Customer0009739,2020/5/7,Shortcake,580,1
Customer0009799,2020/5/14,Shortcake,580,2
Customer0001402,2019/10/22,Shortcake,580,1
Customer0003029,2019/11/1,Shortcake,580,3
Customer0005327,2020/7/4,Shortcake,580,3
Customer0005327,2020/7/21,Shortcake,580,2
Customer0005327,2020/7/21,Shortcake,580,2
Customer0000281,2020/1/6,Shortcake,580,1
Customer0005986,2020/1/22,Shortcake,580,1
Customer0004025,2020/7/1,Shortcake,580,1
Customer0005986,2020/7/4,Shortcake,580,3
Customer0005327,2020/7/4,Shortcake,580,1
Customer0005327,2020/7/21,Shortcake,580,1
Customer0005327,2020/7/3,Shortcake,580,1
Customer0001677,2020/3/3,Shortcake,580,1
Customer0003029,2020/3/20,Shortcake,580,1
Customer0001677,2020/4/1,Shortcake,580,2
Customer0001677,2020/7/22,Shortcake,580,1
Customer0003029,2020/1/18,Shortcake,580,1
Customer0003029,2020/5/30,Shortcake,580,2
Customer0003029,2020/6/5,Shortcake,580,1
Customer0001402,2020/2/26,Shortcake,580,2
Customer0004601,2020/3/12,Shortcake,580,2
Customer0003389,2020/3/26,Shortcake,580,3
Customer0001246,2020/2/26,Shortcake,580,2
Customer0003389,2020/6/4,Shortcake,580,1
Customer0001246,2020/6/17,Shortcake,580,2
Customer0000281,2019/12/7,Shortcake,580,3
Customer0001402,2019/12/26,Shortcake,580,2
Customer0001402,2020/1/2,Shortcake,580,3
Customer0001402,2020/1/23,Shortcake,580,1
Customer0000281,2020/8/14,Shortcake,580,3
Customer0008802,2020/8/20,Shortcake,580,2
Customer0003029,2020/8/28,Shortcake,580,3
Customer0004025,2019/10/21,Shortcake,580,1
Customer0004025,2020/5/19,Shortcake,580,1
Customer0003389,2020/7/16,Shortcake,580,3
Customer0001402,2020/7/23,Shortcake,580,1
Customer0000225,2019/9/6,Shortcake,580,2
Customer0003532,2019/9/13,Shortcake,580,1
Customer0001402,2019/9/19,Shortcake,580,1
Customer0003029,2019/9/21,Shortcake,580,3
Customer0002617,2019/9/13,Shortcake,580,3
Customer0005756,2019/11/1,Shortcake,580,1
Customer0009390,2019/11/7,Shortcake,580,3
Customer0000225,2020/7/18,Shortcake,580,3
Customer0004025,2019/10/21,Shortcake,580,3
Customer0000281,2020/5/19,Shortcake,580,2
Customer0004025,2020/5/19,Shortcake,580,3
Customer0010794,2019/10/30,Shortcake,580,2
Customer0007753,2020/1/9,Shortcake,580,2
Customer0007753,2019/12/6,Shortcake,580,3
Customer0007753,2020/1/9,Shortcake,580,1
Customer0000281,2020/6/8,Shortcake,580,2
Customer0000225,2020/3/5,Shortcake,580,2
Customer0008802,2020/6/3,Shortcake,580,1
Customer0000225,2020/6/11,Shortcake,580,3
Customer0003029,2020/6/25,Shortcake,580,2
Customer0004958,2020/1/11,Shortcake,580,1
Customer0002837,2020/8/28,Shortcake,580,1
Customer0002837,2020/8/28,Shortcake,580,1
Customer0002837,2020/8/28,Shortcake,580,2
Customer0002837,2020/5/4,Shortcake,580,2
Customer0002837,2020/5/29,Shortcake,580,2
Customer0002837,2020/4/13,Shortcake,580,2
Customer0002837,2020/5/29,Shortcake,580,1
Customer0010975,2020/7/16,Shortcake,580,3
Customer0004958,2020/2/15,Shortcake,580,2
Customer0004958,2019/12/13,Shortcake,580,2
Customer0010975,2020/7/16,Shortcake,580,1
Customer0000099,2020/8/4,Macaroons,530,3
Customer0000188,2019/9/17,Macaroons,530,1
Customer0000296,2020/6/23,Macaroons,530,1
Customer0000099,2020/8/4,Macaroons,530,2
Customer0000188,2019/11/6,Macaroons,530,2
Customer0000188,2019/11/6,Macaroons,530,3
Customer0000953,2019/12/19,jelly,470,1
Customer0000953,2019/12/25,jelly,470,3
Customer0001121,2019/10/19,Rare cheesecake,380,3
Customer0001121,2020/5/12,Rare cheesecake,380,2
Customer0001121,2019/10/19,cream puff,590,2
Customer0001570,2019/12/11,cream puff,590,3
Customer0001609,2020/1/18,cream puff,590,3
Customer0001121,2020/5/12,cream puff,590,1
Customer0000099,2020/4/11,Financier,530,2
Customer0000099,2020/4/11,Financier,530,2
Customer0002276,2019/12/27,Financier,530,2
Customer0000296,2020/1/18,Gateau chocolat,600,2
Customer0000296,2020/1/18,Gateau chocolat,600,2
Customer0002742,2020/8/28,Gateau chocolat,600,2
Customer0002276,2020/7/31,Rare cheesecake,380,1
Customer0002906,2020/3/5,Rare cheesecake,380,3
Customer0000296,2020/4/29,cream puff,590,3
Customer0003619,2020/6/24,Eclair,420,3
Customer0003674,2019/10/16,Eclair,420,2
Customer0003674,2020/3/12,Eclair,420,2
Customer0003674,2020/7/1,Eclair,420,2
Customer0000099,2020/8/4,Eclair,420,1
Customer0003953,2020/5/1,Macaroons,530,3
Customer0004074,2020/3/5,Gateau chocolat,600,3
Customer0004174,2019/10/8,jelly,470,3
Customer0004174,2020/1/21,jelly,470,2
Customer0004174,2020/7/28,jelly,470,3
Customer0003619,2020/6/24,jelly,470,3
Customer0002742,2019/9/4,Pudding,390,2
Customer0002742,2019/11/5,Pudding,390,3
Customer0002742,2020/1/31,Pudding,390,3
Customer0001121,2019/9/21,Pudding,390,3
Customer0004823,2020/1/7,Pudding,390,1
Customer0004823,2020/4/9,Pudding,390,2
Customer0002906,2019/9/3,Pudding,390,2
Customer0005091,2019/9/18,Pudding,390,2
Customer0003619,2019/10/16,Pudding,390,2
Customer0004823,2020/1/7,Pudding,390,1
Customer0004823,2020/4/9,Pudding,390,3
Customer0002906,2019/9/3,Pudding,390,3
Customer0001121,2020/4/25,Pudding,390,3
Customer0001121,2020/8/1,Pudding,390,3
Customer0004174,2019/11/12,cookie,430,1
Customer0006232,2020/7/23,Apple Pie,590,1
Customer0006323,2019/12/27,Apple Pie,590,3
Customer0006323,2020/3/8,Apple Pie,590,3
Customer0006323,2020/5/3,Apple Pie,590,1
Customer0006323,2020/8/23,Apple Pie,590,2
Customer0006323,2020/5/27,Apple Pie,590,2
Customer0006323,2020/5/27,Apple Pie,590,2
Customer0000953,2020/1/6,Apple Pie,590,1
Customer0006323,2019/11/29,Apple Pie,590,3
Customer0000953,2019/12/19,Apple Pie,590,1
Customer0000953,2019/12/25,Apple Pie,590,1
Customer0006323,2020/3/8,Gateau chocolat,600,2
Customer0006323,2020/5/3,Gateau chocolat,600,3
Customer0006323,2020/8/23,Gateau chocolat,600,2
Customer0007113,2020/3/4,Chocolate cake,480,2
Customer0004823,2019/12/11,Chocolate cake,480,3
Customer0000953,2020/7/28,Chocolate cake,480,1
Customer0007113,2020/5/5,Chocolate cake,480,1
Customer0006323,2019/9/15,Chocolate cake,480,2
Customer0006323,2019/11/3,Chocolate cake,480,2
Customer0006323,2020/1/5,Chocolate cake,480,2
Customer0006323,2020/3/8,Chocolate cake,480,1
Customer0006323,2020/5/3,Chocolate cake,480,3
Customer0006323,2020/8/23,Chocolate cake,480,1
Customer0000296,2020/5/1,Chocolate cake,480,3
Customer0000953,2020/6/5,Chocolate cake,480,3
Customer0000296,2020/7/24,Chocolate cake,480,2
Customer0002742,2020/5/8,Shortcake,580,1
Customer0001570,2020/3/31,Shortcake,580,1
Customer0007113,2020/7/4,Shortcake,580,2
Customer0000296,2019/11/23,Shortcake,580,3
Customer0000296,2020/1/18,Shortcake,580,1
Customer0000296,2020/8/4,Shortcake,580,2
Customer0000296,2020/8/4,Shortcake,580,3
Customer0000953,2020/8/18,Shortcake,580,2
Customer0000296,2020/8/4,Shortcake,580,1
Customer0000296,2020/1/18,Shortcake,580,1
Customer0000953,2020/2/24,Shortcake,580,3
Customer0001570,2020/6/23,Shortcake,580,3
Customer0008176,2019/11/22,Shortcake,580,1
Customer0004074,2020/2/22,Shortcake,580,3
Customer0002276,2019/10/2,Shortcake,580,1
Customer0000296,2019/10/5,Shortcake,580,1
Customer0008176,2019/10/11,Shortcake,580,1
Customer0003619,2019/10/16,Shortcake,580,2
Customer0002906,2019/10/16,Shortcake,580,2
Customer0000953,2019/10/29,Shortcake,580,2
Customer0000953,2020/1/6,Shortcake,580,2
Customer0000953,2020/6/5,Shortcake,580,2
Customer0008176,2020/6/16,Shortcake,580,2
Customer0001570,2019/10/16,Shortcake,580,3
Customer0002276,2020/3/13,Shortcake,580,1
Customer0001121,2020/3/21,Shortcake,580,2
Customer0008176,2019/9/4,Shortcake,580,2
Customer0000953,2019/9/7,Shortcake,580,3
Customer0001570,2019/9/10,Shortcake,580,2
Customer0001570,2020/5/1,Shortcake,580,3
Customer0000296,2020/2/1,Shortcake,580,2
Customer0000296,2020/8/4,Shortcake,580,1
Customer0008176,2019/9/4,Shortcake,580,1
Customer0001570,2019/9/10,Shortcake,580,1
Customer0003619,2019/9/28,Shortcake,580,1
Customer0000188,2020/2/13,Shortcake,580,2
Customer0008176,2019/12/12,Shortcake,580,2
Customer0000296,2020/1/18,Shortcake,580,3
Customer0000296,2020/4/29,Shortcake,580,2
Customer0008176,2020/4/21,Shortcake,580,3
Customer0002742,2020/5/8,Shortcake,580,2
Customer0003953,2020/5/1,Shortcake,580,2
Customer0004074,2020/3/14,Shortcake,580,1
Customer0008176,2019/11/29,Shortcake,580,2
Customer0004174,2020/5/1,Shortcake,580,2
Customer0004174,2020/8/26,Shortcake,580,3
Customer0004823,2019/12/11,Shortcake,580,2
Customer0006323,2019/12/27,Shortcake,580,3
Customer0000188,2020/4/17,Shortcake,580,1
Customer0001570,2020/5/1,Shortcake,580,1
Customer0001570,2020/7/28,Shortcake,580,3
Customer0000099,2020/8/4,Shortcake,580,2
Customer0000296,2020/2/1,Shortcake,580,2
Customer0000296,2020/1/18,Shortcake,580,2
Customer0001570,2020/3/5,Shortcake,580,2
Customer0008176,2020/3/7,Shortcake,580,1
Customer0000296,2020/4/29,Shortcake,580,1
Customer0008176,2020/6/16,Shortcake,580,1
Customer0002906,2020/6/16,Shortcake,580,1
Customer0000296,2020/7/24,Shortcake,580,2
Customer0008176,2020/7/25,Shortcake,580,2
Customer0000296,2020/8/4,Shortcake,580,2
Customer0002906,2020/4/16,Shortcake,580,2
Customer0001570,2019/12/11,Shortcake,580,3
Customer0003619,2019/12/18,Shortcake,580,1
Customer0000953,2019/12/19,Shortcake,580,3
Customer0000953,2019/12/25,Shortcake,580,1
Customer0006323,2019/12/27,Shortcake,580,1
Customer0000296,2020/1/18,Shortcake,580,3
Customer0001570,2020/5/1,Shortcake,580,1
Customer0000296,2020/7/24,Shortcake,580,3
Customer0000188,2020/4/17,Shortcake,580,3
Customer0002742,2020/1/31,Shortcake,580,1
Customer0002906,2020/2/6,Shortcake,580,1
Customer0004174,2020/3/10,Shortcake,580,1
Customer0000188,2020/1/8,Shortcake,580,2
Customer0000188,2020/8/26,Shortcake,580,3
Customer0000188,2020/6/10,Shortcake,580,1
Customer0009149,2020/4/1,Shortcake,580,3
Customer0006232,2020/4/9,Shortcake,580,1
Customer0009270,2020/4/10,Shortcake,580,3
Customer0009292,2020/4/10,Shortcake,580,3
Customer0009149,2020/4/15,Shortcake,580,1
Customer0008176,2020/4/21,Shortcake,580,3
Customer0009613,2020/4/28,Shortcake,580,3
Customer0001121,2020/4/28,Shortcake,580,3
Customer0009635,2020/4/29,Shortcake,580,1
Customer0000953,2020/4/29,Shortcake,580,3
Customer0000953,2020/3/20,Shortcake,580,1
Customer0000953,2020/5/7,Shortcake,580,2
Customer0001121,2020/7/4,Shortcake,580,2
Customer0001121,2020/7/25,Shortcake,580,1
Customer0010123,2020/7/9,Shortcake,580,2
Customer0010147,2020/1/10,Shortcake,580,2
Customer0009149,2020/1/17,Shortcake,580,1
Customer0007113,2020/7/4,Shortcake,580,2
Customer0008176,2020/2/18,Shortcake,580,1
Customer0008176,2020/5/7,Shortcake,580,2
Customer0008176,2020/8/14,Shortcake,580,2
Customer0010123,2020/7/9,Shortcake,580,3
Customer0000296,2020/7/24,Shortcake,580,2
Customer0001570,2020/7/28,Shortcake,580,1
Customer0000099,2020/8/4,Shortcake,580,3
Customer0000953,2020/6/5,Shortcake,580,1
Customer0000296,2020/5/1,Shortcake,580,1
Customer0004823,2020/1/7,Shortcake,580,3
Customer0001121,2020/1/18,Shortcake,580,3
Customer0000188,2020/2/26,Shortcake,580,3
Customer0004174,2020/6/9,Shortcake,580,2
Customer0000188,2020/6/10,Shortcake,580,1
Customer0001570,2020/6/23,Shortcake,580,3
Customer0003619,2020/6/24,Shortcake,580,2
Customer0000296,2020/1/18,Shortcake,580,2
Customer0000296,2020/8/4,Shortcake,580,2
Customer0008176,2019/12/12,Shortcake,580,1
Customer0006323,2019/12/27,Shortcake,580,3
Customer0008176,2020/1/8,Shortcake,580,2
Customer0008176,2020/2/18,Shortcake,580,3
Customer0008176,2020/8/14,Shortcake,580,1
Customer0001570,2019/12/11,Shortcake,580,3
Customer0001121,2020/8/11,Shortcake,580,2
Customer0003619,2019/12/18,Shortcake,580,2
Customer0010147,2019/12/28,Shortcake,580,2
Customer0010147,2020/1/2,Shortcake,580,1
Customer0000188,2020/8/26,Shortcake,580,2
Customer0010147,2020/8/29,Shortcake,580,3
Customer0010147,2019/12/28,Shortcake,580,3
Customer0010147,2020/1/2,Shortcake,580,3
Customer0000188,2020/8/26,Shortcake,580,1
Customer0010147,2020/8/29,Shortcake,580,2
Customer0000296,2020/7/24,Shortcake,580,1
Customer0002906,2020/7/23,Shortcake,580,2
Customer0001121,2020/7/4,Shortcake,580,3
Customer0004174,2020/7/28,Shortcake,580,2
Customer0000188,2019/9/17,Shortcake,580,1
Customer0009613,2019/11/7,Shortcake,580,1
Customer0009149,2019/11/9,Shortcake,580,1
Customer0006232,2019/11/9,Shortcake,580,2
Customer0009292,2019/11/12,Shortcake,580,1
Customer0000953,2019/11/13,Shortcake,580,3
Customer0004174,2020/5/1,Shortcake,580,3
Customer0009613,2019/11/7,Shortcake,580,3
Customer0005091,2020/5/19,Shortcake,580,1
Customer0009613,2020/5/19,Shortcake,580,3
Customer0000296,2020/1/18,Shortcake,580,1
Customer0008176,2020/3/7,Shortcake,580,1
Customer0000296,2020/3/24,Shortcake,580,2
Customer0008176,2020/6/16,Shortcake,580,1
Customer0004074,2020/6/19,Shortcake,580,1
Customer0000296,2020/6/23,Shortcake,580,2
Customer0000099,2020/4/29,Shortcake,580,1
Customer0006232,2020/2/13,Shortcake,580,3
Customer0000099,2020/4/11,Shortcake,580,3
Customer0006232,2020/7/23,Shortcake,580,3
Customer0000549,2019/10/2,Macaroons,530,3
Customer0000758,2020/8/5,jelly,470,3
Customer0001434,2019/11/28,Rare cheesecake,380,1
Customer0001434,2020/5/19,Rare cheesecake,380,2
Customer0001770,2020/5/12,jelly,470,1
Customer0000549,2020/8/5,Financier,530,3
Customer0002031,2020/4/14,Financier,530,3
Customer0002425,2020/4/7,Financier,530,3
Customer0002031,2020/6/4,Gateau chocolat,600,3
Customer0000549,2019/12/27,cream puff,590,3
Customer0000549,2020/1/15,cream puff,590,2
Customer0000549,2020/5/1,cream puff,590,3
Customer0001770,2020/7/28,cream puff,590,3
Customer0000549,2019/11/5,cream puff,590,2
Customer0000549,2020/5/1,cream puff,590,2
Customer0000549,2020/8/12,cream puff,590,3
Customer0000549,2020/7/7,Eclair,420,1
Customer0000549,2019/11/12,Eclair,420,2
Customer0000549,2020/4/9,Eclair,420,1
Customer0000549,2020/4/9,Eclair,420,3
Customer0003594,2020/7/24,Eclair,420,2
Customer0000549,2019/10/4,Eclair,420,3
Customer0001770,2019/9/17,Eclair,420,1
Customer0002031,2019/11/1,Eclair,420,1
Customer0003799,2019/9/17,Eclair,420,2
Customer0003799,2020/3/7,Eclair,420,2
Customer0000549,2019/9/1,Eclair,420,2
Customer0000549,2020/6/26,Eclair,420,3
Customer0001770,2020/1/29,Macaroons,530,3
Customer0004244,2020/5/15,jelly,470,2
Customer0002031,2019/10/12,Pudding,390,2
Customer0002425,2020/8/27,Pudding,390,3
Customer0002425,2020/8/27,Pudding,390,1
Customer0004244,2019/12/21,Pudding,390,3
Customer0004244,2020/4/10,Pudding,390,2
Customer0002425,2019/10/17,Pudding,390,2
Customer0002425,2020/8/27,Pudding,390,3
Customer0004244,2019/10/25,Pudding,390,1
Customer0001770,2019/9/17,Pudding,390,2
Customer0005547,2020/2/27,Pudding,390,3
Customer0000549,2020/8/1,Pudding,390,3
Customer0000549,2020/8/25,Pudding,390,2
Customer0005547,2020/4/18,jelly,470,3
Customer0001770,2020/5/29,Apple Pie,590,3
Customer0000549,2020/8/25,Apple Pie,590,3
Customer0003594,2020/7/24,Apple Pie,590,3
Customer0003594,2020/8/18,Apple Pie,590,2
Customer0001434,2020/8/18,Apple Pie,590,3
Customer0002031,2020/1/15,Apple Pie,590,1
Customer0002031,2019/12/14,Apple Pie,590,3
Customer0002031,2020/7/17,Apple Pie,590,3
Customer0007076,2019/10/16,Chocolate cake,480,3
Customer0007076,2020/6/3,Chocolate cake,480,3
Customer0007236,2019/12/26,Chocolate cake,480,2
Customer0001770,2020/7/28,Chocolate cake,480,3
Customer0007721,2020/5/8,Shortcake,580,3
Customer0004244,2020/8/14,Shortcake,580,2
Customer0000549,2019/10/4,Shortcake,580,1
Customer0000549,2019/11/1,Shortcake,580,2
Customer0000549,2020/1/30,Shortcake,580,2
Customer0000549,2020/8/1,Shortcake,580,2
Customer0000549,2020/8/25,Shortcake,580,3
Customer0000549,2020/8/1,Shortcake,580,1
Customer0000549,2020/8/25,Shortcake,580,3
Customer0001770,2019/10/25,Shortcake,580,2
Customer0000549,2019/11/1,Shortcake,580,3
Customer0002031,2020/6/19,Shortcake,580,2
Customer0002031,2020/5/12,Shortcake,580,3
Customer0002031,2020/5/26,Shortcake,580,3
Customer0002031,2020/5/12,Shortcake,580,3
Customer0002031,2020/5/26,Shortcake,580,1
Customer0003799,2020/6/16,Shortcake,580,3
Customer0005547,2020/6/27,Shortcake,580,2
Customer0002031,2020/4/14,Shortcake,580,1
Customer0002031,2019/12/14,Shortcake,580,2
Customer0000549,2020/1/30,Shortcake,580,2
Customer0003594,2020/8/28,Shortcake,580,1
Customer0000549,2019/10/2,Shortcake,580,1
Customer0000549,2019/10/4,Shortcake,580,1
Customer0001770,2019/10/25,Shortcake,580,3
Customer0007721,2019/10/25,Shortcake,580,3
Customer0002031,2020/1/15,Shortcake,580,1
Customer0000549,2020/3/6,Shortcake,580,1
Customer0000549,2020/6/23,Shortcake,580,3
Customer0000549,2020/5/5,Shortcake,580,3
Customer0005547,2020/2/27,Shortcake,580,3
Customer0000549,2020/1/31,Shortcake,580,3
Customer0000549,2019/9/1,Shortcake,580,2
Customer0008518,2019/9/6,Shortcake,580,2
Customer0002031,2019/9/14,Shortcake,580,2
Customer0002031,2019/11/22,Shortcake,580,1
Customer0003594,2020/8/18,Shortcake,580,2
Customer0002031,2020/8/19,Shortcake,580,2
Customer0002031,2019/12/14,Shortcake,580,1
Customer0005547,2019/11/15,Shortcake,580,1
Customer0001770,2019/10/25,Shortcake,580,2
Customer0007721,2020/8/14,Shortcake,580,3
Customer0007076,2020/1/10,Shortcake,580,2
Customer0007076,2020/7/1,Shortcake,580,1
Customer0000549,2019/9/1,Shortcake,580,3
Customer0003799,2019/12/17,Shortcake,580,3
Customer0002031,2020/3/4,Shortcake,580,1
Customer0002031,2020/4/14,Shortcake,580,2
Customer0001770,2020/4/29,Shortcake,580,2
Customer0001770,2020/7/28,Shortcake,580,1
Customer0002031,2020/6/19,Shortcake,580,1
Customer0002425,2020/2/4,Shortcake,580,3
Customer0002425,2020/2/4,Shortcake,580,1
Customer0002031,2020/4/29,Shortcake,580,1
Customer0000549,2020/1/30,Shortcake,580,3
Customer0004244,2020/1/31,Shortcake,580,1
Customer0002031,2020/2/4,Shortcake,580,2
Customer0001770,2020/2/11,Shortcake,580,1
Customer0001770,2020/4/7,Shortcake,580,2
Customer0001434,2020/4/14,Shortcake,580,1
Customer0001770,2020/5/5,Shortcake,580,3
Customer0001770,2020/5/29,Shortcake,580,1
Customer0000549,2020/3/18,Shortcake,580,1
Customer0000549,2020/3/18,Shortcake,580,2
Customer0002031,2019/11/1,Shortcake,580,3
Customer0001434,2019/10/23,Shortcake,580,2
Customer0007721,2019/10/25,Shortcake,580,2
Customer0010098,2020/8/19,Shortcake,580,1
Customer0000549,2020/1/15,Shortcake,580,3
Customer0001434,2020/8/18,Shortcake,580,3
Customer0002031,2020/7/14,Shortcake,580,3
Customer0001770,2020/1/14,Shortcake,580,2
Customer0002031,2020/7/14,Shortcake,580,2
Customer0001770,2020/7/28,Shortcake,580,1
Customer0002031,2020/8/6,Shortcake,580,2
Customer0001770,2020/2/11,Shortcake,580,2
Customer0000549,2020/2/25,Shortcake,580,2
Customer0000549,2020/3/3,Shortcake,580,1
Customer0001770,2020/3/17,Shortcake,580,2
Customer0001770,2020/7/28,Shortcake,580,1
Customer0002031,2020/3/4,Shortcake,580,3
Customer0002031,2020/5/12,Shortcake,580,1
Customer0005547,2020/2/27,Shortcake,580,1
Customer0002031,2020/8/19,Shortcake,580,3
Customer0000549,2020/8/12,Shortcake,580,1
Customer0002031,2020/7/14,Shortcake,580,2
Customer0000549,2020/7/1,Shortcake,580,2
Customer0002031,2019/9/14,Shortcake,580,2
Customer0000758,2019/11/5,Shortcake,580,2
Customer0005547,2019/11/15,Shortcake,580,2
Customer0001770,2019/11/20,Shortcake,580,2
Customer0002031,2019/11/22,Shortcake,580,1
Customer0000127,2019/11/1,Macaroons,530,2
Customer0000127,2020/6/23,Macaroons,530,1
Customer0000304,2020/7/3,Macaroons,530,2
Customer0000304,2020/7/3,Macaroons,530,3
Customer0000637,2020/5/23,Macaroons,530,1
Customer0000637,2020/5/23,Macaroons,530,3
Customer0000304,2019/10/2,Macaroons,530,3
Customer0000304,2020/7/8,jelly,470,2
Customer0001855,2020/1/16,Financier,530,2
Customer0002449,2019/9/24,Gateau chocolat,600,3
Customer0002449,2019/9/17,Gateau chocolat,600,2
Customer0002646,2019/10/23,Gateau chocolat,600,2
Customer0002449,2019/11/8,Gateau chocolat,600,3
Customer0002646,2020/1/3,Gateau chocolat,600,1
Customer0002646,2020/3/26,Gateau chocolat,600,2
Customer0000304,2020/7/8,Rare cheesecake,380,3
Customer0002646,2019/10/23,Rare cheesecake,380,2
Customer0002646,2020/4/28,Rare cheesecake,380,1
Customer0002646,2020/7/1,Eclair,420,3
Customer0002646,2020/7/1,Eclair,420,2
Customer0000304,2020/4/18,Eclair,420,3
Customer0000304,2020/7/3,Eclair,420,2
Customer0004939,2019/12/28,Pudding,390,2
Customer0005105,2019/12/6,Pudding,390,1
Customer0005526,2020/1/29,Pudding,390,2
Customer0005761,2020/7/3,Pudding,390,3
Customer0000304,2020/7/8,Pudding,390,2
Customer0000304,2020/7/3,Pudding,390,2
Customer0000637,2019/9/13,Apple Pie,590,2
Customer0000637,2019/9/25,Apple Pie,590,2
Customer0000637,2019/10/23,Apple Pie,590,2
Customer0000637,2020/3/8,Apple Pie,590,3
Customer0000637,2020/3/27,Apple Pie,590,2
Customer0000637,2020/4/27,Apple Pie,590,2
Customer0000637,2020/6/5,Apple Pie,590,1
Customer0000637,2020/6/19,Apple Pie,590,2
Customer0000637,2019/9/4,Apple Pie,590,1
Customer0000637,2020/1/24,Apple Pie,590,3
Customer0000637,2020/7/9,Apple Pie,590,2
Customer0006707,2020/8/16,Apple Pie,590,1
Customer0000637,2019/9/4,Apple Pie,590,1
Customer0000637,2020/1/24,Apple Pie,590,3
Customer0000637,2019/11/24,Apple Pie,590,2
Customer0000637,2020/3/27,Gateau chocolat,600,2
Customer0000637,2020/4/10,Gateau chocolat,600,3
Customer0000637,2020/4/27,Gateau chocolat,600,3
Customer0000637,2020/5/20,Gateau chocolat,600,3
Customer0000637,2020/6/5,Gateau chocolat,600,2
Customer0000637,2020/6/19,Gateau chocolat,600,3
Customer0005526,2019/11/22,Chocolate cake,480,3
Customer0002449,2019/10/5,Chocolate cake,480,2
Customer0002449,2019/11/8,Chocolate cake,480,1
Customer0002449,2019/12/12,Chocolate cake,480,2
Customer0000637,2019/9/13,Chocolate cake,480,3
Customer0000637,2019/9/25,Chocolate cake,480,3
Customer0007476,2020/3/7,Chocolate cake,480,3
Customer0006707,2020/3/17,Chocolate cake,480,1
Customer0000637,2020/3/27,Chocolate cake,480,2
Customer0000637,2020/4/10,Chocolate cake,480,1
Customer0007476,2020/5/14,Chocolate cake,480,3
Customer0000637,2020/2/23,Chocolate cake,480,1
Customer0000637,2020/6/19,Chocolate cake,480,2
Customer0000637,2020/3/8,Chocolate cake,480,1
Customer0000637,2020/4/27,Chocolate cake,480,1
Customer0000637,2020/5/20,Chocolate cake,480,1
Customer0000637,2020/6/5,Chocolate cake,480,2
Customer0000637,2020/6/19,Chocolate cake,480,2
Customer0007476,2019/10/7,Chocolate cake,480,1
Customer0000637,2019/11/8,Chocolate cake,480,1
Customer0000637,2019/11/22,Chocolate cake,480,3
Customer0000637,2019/12/13,Chocolate cake,480,2
Customer0000637,2020/1/10,Chocolate cake,480,1
Customer0006707,2020/1/21,Chocolate cake,480,1
Customer0000637,2020/2/23,Chocolate cake,480,2
Customer0007579,2020/2/27,Chocolate cake,480,1
Customer0000637,2019/10/23,Chocolate cake,480,1
Customer0000637,2019/12/22,Chocolate cake,480,1
Customer0006707,2020/1/21,Chocolate cake,480,3
Customer0000637,2020/2/23,Chocolate cake,480,2
Customer0002449,2020/5/1,Shortcake,580,1
Customer0002449,2020/5/5,Shortcake,580,1
Customer0002449,2020/5/6,Shortcake,580,2
Customer0000304,2020/4/11,Shortcake,580,2
Customer0008014,2019/9/24,Shortcake,580,2
Customer0002449,2020/8/18,Shortcake,580,2
Customer0002646,2020/1/3,Shortcake,580,2
Customer0002449,2020/2/8,Shortcake,580,3
Customer0008136,2020/2/25,Shortcake,580,2
Customer0008014,2019/10/5,Shortcake,580,1
Customer0008210,2019/10/7,Shortcake,580,3
Customer0002449,2020/6/9,Shortcake,580,3
Customer0002449,2019/12/12,Shortcake,580,2
Customer0002449,2019/9/5,Shortcake,580,1
Customer0008410,2020/1/10,Shortcake,580,3
Customer0008410,2020/7/17,Shortcake,580,3
Customer0002646,2020/2/22,Shortcake,580,1
Customer0008014,2020/2/26,Shortcake,580,2
Customer0008014,2019/9/14,Shortcake,580,2
Customer0002646,2020/2/22,Shortcake,580,3
Customer0002449,2020/4/10,Shortcake,580,3
Customer0000127,2020/5/13,Shortcake,580,1
Customer0002449,2019/11/8,Shortcake,580,2
Customer0002449,2019/12/12,Shortcake,580,2
Customer0000304,2020/7/3,Shortcake,580,1
Customer0000127,2020/7/2,Shortcake,580,2
Customer0002449,2020/2/5,Shortcake,580,3
Customer0002449,2019/9/5,Shortcake,580,3
Customer0002449,2019/10/9,Shortcake,580,1
Customer0002646,2020/7/4,Shortcake,580,2
Customer0002449,2020/7/22,Shortcake,580,2
Customer0008014,2019/9/14,Shortcake,580,3
Customer0002449,2020/2/5,Shortcake,580,2
Customer0002449,2020/1/21,Shortcake,580,3
Customer0009089,2020/7/1,Shortcake,580,1
Customer0002449,2020/2/5,Shortcake,580,3
Customer0004939,2020/4/18,Shortcake,580,2
Customer0000127,2020/4/24,Shortcake,580,2
Customer0009650,2020/4/30,Shortcake,580,3
Customer0009717,2020/5/5,Shortcake,580,3
Customer0005526,2020/5/8,Shortcake,580,1
Customer0005526,2020/5/14,Shortcake,580,3
Customer0009890,2020/5/27,Shortcake,580,1
Customer0002449,2020/1/21,Shortcake,580,1
